"priceRange","alcohol","noiseLevel","attire","delivery","parking","waiterService","smoking","outdoorSeating","caters","goodForGroups","goodForKids"
"$","none","very_loud","casual","No","NA","No","NA","No","NA","Yes","NA"
"$$","full_bar","NA","casual","No","lot","Yes","NA","Yes","NA","Yes","NA"
"$","full_bar","average","casual","No","lot","Yes","outdoor","Yes","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","full_bar","loud","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$","none","quiet","casual","No","street","Yes","NA","No","No","Yes","No"
"$","beer_and_wine","average","casual","No","NA","No","NA","Yes","NA","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","full_bar","quiet","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$","none","NA","casual","Yes","street","NA","NA","Yes","Yes","Yes","NA"
"$$$$","full_bar","loud","dressy","No","valet","Yes","NA","Yes","Yes","Yes","NA"
"$","full_bar","loud","casual","No","street","Yes","outdoor","Yes","No","Yes","NA"
"$","none","average","casual","Yes","NA","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","No","lot","No","NA","Yes","Yes","No","NA"
"$$","full_bar","average","casual","No","street","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","No","No","Yes","Yes"
"$$$","full_bar","average","dressy","No","lot","Yes","NA","Yes","NA","Yes","NA"
"$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$$$$","full_bar","average","dressy","No","valet","No","NA","No","No","Yes","NA"
"$$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","beer_and_wine","loud","casual","No","garage","Yes","NA","No","No","Yes","NA"
"$$$","full_bar","NA","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","full_bar","average","casual","Yes","garage","Yes","NA","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","NA","No","NA","No","No","Yes","NA"
"$$","full_bar","very_loud","NA","NA","street","Yes","no","No","NA","Yes","NA"
"$","none","NA","casual","No","NA","No","NA","No","NA","No","No"
"$","none","average","casual","Yes","garage","No","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","full_bar","very_loud","NA","NA","NA","Yes","outdoor","Yes","NA","Yes","NA"
"$","none","NA","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","NA","Yes","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$$","full_bar","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","full_bar","NA","casual","No","garage","No","NA","Yes","NA","Yes","NA"
"$$","beer_and_wine","very_loud","casual","No","garage","Yes","no","No","No","Yes","Yes"
"$$$","full_bar","quiet","dressy","No","street","Yes","NA","Yes","NA","Yes","NA"
"$","none","average","casual","No","street","No","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","Yes","Yes","Yes","No"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","outdoor","Yes","NA","Yes","NA"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$$","full_bar","quiet","dressy","No","lot","No","NA","No","No","Yes","NA"
"$","full_bar","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","quiet","casual","Yes","lot","NA","NA","No","Yes","Yes","NA"
"$$","none","quiet","casual","NA","lot","Yes","NA","NA","NA","Yes","NA"
"$$","none","quiet","casual","Yes","NA","Yes","NA","Yes","No","Yes","NA"
"$$","beer_and_wine","quiet","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","No","No","Yes","Yes"
"$$","full_bar","average","casual","Yes","lot","Yes","NA","Yes","Yes","Yes","Yes"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","Yes","lot","Yes","NA","No","Yes","Yes","No"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","valet","No","NA","No","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","full_bar","quiet","casual","No","NA","Yes","outdoor","Yes","No","No","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","NA","NA","Yes","No","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","Yes","NA","NA","NA"
"$$","full_bar","NA","NA","NA","lot","NA","no","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","outdoor","Yes","NA","Yes","NA"
"$","none","average","casual","Yes","lot","No","NA","No","Yes","Yes","NA"
"$","none","average","casual","Yes","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","NA","NA","No","lot","NA","NA","NA","NA","NA","NA"
"$$","none","quiet","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","quiet","casual","No","NA","Yes","NA","Yes","Yes","Yes","NA"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","Yes","lot","NA","NA","No","Yes","Yes","Yes"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","full_bar","loud","casual","No","lot","Yes","outdoor","Yes","No","Yes","Yes"
"$$","full_bar","loud","casual","No","lot","NA","outdoor","Yes","No","Yes","NA"
"$$","full_bar","average","casual","No","valet","Yes","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$","none","NA","casual","NA","lot","NA","NA","No","NA","Yes","NA"
"$$","none","NA","casual","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","NA","casual","No","lot","No","NA","No","NA","Yes","NA"
"$","none","quiet","casual","No","NA","Yes","NA","Yes","No","Yes","NA"
"$$","none","average","casual","Yes","lot","NA","NA","Yes","No","No","NA"
"$","none","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$$","full_bar","NA","casual","No","valet","No","NA","No","NA","Yes","NA"
"$$","none","quiet","casual","Yes","garage","No","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","beer_and_wine","NA","casual","Yes","lot","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","No","NA","No","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$","none","quiet","casual","No","NA","No","NA","No","NA","Yes","NA"
"$","beer_and_wine","average","casual","No","street","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","quiet","casual","Yes","lot","Yes","NA","Yes","NA","Yes","Yes"
"$","beer_and_wine","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$$$","full_bar","average","casual","No","street","Yes","NA","No","No","Yes","NA"
"$$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","quiet","casual","Yes","NA","No","NA","No","NA","Yes","NA"
"$$","full_bar","average","NA","NA","NA","NA","NA","Yes","NA","Yes","NA"
"$","none","quiet","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","NA","NA","NA","NA","outdoor","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","Yes","lot","No","NA","Yes","NA","Yes","NA"
"$","full_bar","loud","casual","No","NA","Yes","no","No","No","Yes","NA"
"$","full_bar","average","casual","No","lot","Yes","no","No","No","Yes","NA"
"$$","full_bar","quiet","casual","No","street","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","Yes","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","yes","No","No","Yes","NA"
"$$$","full_bar","quiet","casual","NA","NA","Yes","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","street","Yes","NA","Yes","Yes","Yes","No"
"$","none","loud","casual","No","garage","No","NA","No","No","No","NA"
"$$","none","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA"
"$","none","NA","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$$","none","average","casual","No","garage","Yes","NA","No","No","Yes","Yes"
"$$","full_bar","loud","casual","No","street","No","outdoor","Yes","Yes","Yes","NA"
"$$","full_bar","average","NA","NA","NA","NA","no","Yes","NA","Yes","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","valet","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","street","Yes","no","No","Yes","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","none","quiet","casual","Yes","NA","Yes","NA","No","Yes","Yes","NA"
"$","none","average","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","quiet","casual","No","street","No","NA","Yes","Yes","No","NA"
"$$","full_bar","average","casual","NA","street","Yes","no","No","NA","Yes","NA"
"$","full_bar","NA","NA","NA","NA","Yes","no","No","NA","Yes","NA"
"$$","none","average","casual","No","street","No","NA","No","Yes","Yes","NA"
"$","none","quiet","casual","Yes","NA","No","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","NA","casual","No","lot","Yes","NA","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","very_loud","casual","No","NA","No","NA","Yes","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","beer_and_wine","quiet","casual","No","street","No","NA","Yes","Yes","Yes","NA"
"$$$$","full_bar","NA","casual","No","NA","Yes","NA","No","NA","Yes","NA"
"$$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","garage","NA","no","No","No","Yes","NA"
"$","beer_and_wine","quiet","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","Yes","lot","No","NA","No","Yes","Yes","NA"
"$","none","NA","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$$","full_bar","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","loud","casual","No","street","NA","NA","Yes","No","Yes","NA"
"$$","full_bar","loud","NA","NA","lot","NA","outdoor","Yes","NA","Yes","NA"
"$","none","average","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","Yes","NA","NA","NA"
"$$$","none","NA","NA","NA","garage","Yes","NA","NA","NA","NA","NA"
"$$","full_bar","quiet","casual","No","lot","No","NA","Yes","NA","Yes","Yes"
"$$","full_bar","loud","NA","NA","NA","NA","yes","Yes","NA","Yes","NA"
"$","full_bar","average","casual","No","street","NA","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","beer_and_wine","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","Yes"
"$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$$","full_bar","quiet","casual","No","street","Yes","NA","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","NA","No","NA","No","NA","Yes","NA"
"$$","full_bar","average","dressy","NA","valet","No","outdoor","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$","none","average","casual","No","street","NA","NA","No","No","No","Yes"
"$","none","quiet","casual","No","NA","NA","NA","No","NA","No","NA"
"$","none","quiet","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$$","none","average","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","Yes","NA","NA","NA"
"$","none","quiet","casual","No","lot","NA","NA","No","No","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","No","Yes","Yes"
"$","none","average","casual","No","NA","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$$","full_bar","loud","NA","NA","NA","NA","NA","Yes","NA","No","NA"
"$$","full_bar","average","casual","Yes","lot","No","NA","Yes","Yes","Yes","NA"
"$","none","average","casual","No","NA","No","NA","Yes","NA","Yes","NA"
"$","none","average","casual","No","lot","NA","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","no","NA","NA","No","NA"
"$","none","quiet","casual","No","NA","No","NA","No","Yes","No","NA"
"$","full_bar","loud","casual","No","lot","Yes","outdoor","Yes","NA","Yes","NA"
"$$","beer_and_wine","average","casual","No","garage","Yes","NA","Yes","Yes","Yes","NA"
"$","none","average","casual","No","NA","No","NA","No","No","Yes","NA"
"$$","none","average","casual","No","street","Yes","NA","Yes","No","Yes","NA"
"$","none","very_loud","casual","No","NA","Yes","NA","No","NA","No","NA"
"$","none","quiet","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","full_bar","quiet","NA","NA","street","NA","no","No","NA","No","NA"
"$","none","average","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$$$","full_bar","quiet","casual","No","NA","NA","NA","No","No","Yes","NA"
"$","full_bar","NA","NA","NA","NA","Yes","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","No","Yes","Yes"
"$","none","average","casual","Yes","NA","Yes","NA","No","Yes","No","NA"
"$","none","quiet","casual","No","lot","Yes","NA","Yes","Yes","No","NA"
"$","none","quiet","casual","No","street","No","NA","Yes","No","No","NA"
"$","full_bar","average","NA","NA","NA","Yes","no","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","garage","NA","NA","NA","NA","NA","NA"
"$$","none","average","casual","No","NA","No","NA","No","Yes","Yes","NA"
"$","none","average","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","NA","NA","NA","street","NA","NA","No","NA","NA","NA"
"$","beer_and_wine","loud","NA","NA","street","Yes","outdoor","Yes","NA","Yes","NA"
"$","beer_and_wine","quiet","casual","No","NA","No","NA","No","NA","Yes","Yes"
"$$","none","quiet","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$","none","quiet","casual","Yes","NA","NA","NA","Yes","Yes","No","NA"
"$","none","NA","NA","NA","street","NA","NA","Yes","NA","NA","NA"
"$$","none","NA","casual","Yes","NA","NA","NA","No","NA","Yes","NA"
"$$","full_bar","average","NA","NA","lot","NA","yes","No","NA","Yes","NA"
"$","none","average","casual","Yes","lot","No","NA","No","Yes","No","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","very_loud","casual","No","NA","Yes","NA","Yes","NA","Yes","NA"
"$$","full_bar","quiet","casual","Yes","NA","No","NA","Yes","No","Yes","NA"
"$$","full_bar","average","NA","NA","garage","NA","yes","Yes","NA","Yes","NA"
"$","none","loud","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$$","full_bar","quiet","casual","Yes","lot","Yes","NA","Yes","No","Yes","NA"
"$","none","quiet","casual","No","lot","No","NA","No","No","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","NA","Yes","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","beer_and_wine","average","casual","No","lot","NA","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","NA","Yes","NA","NA","NA","NA","NA"
"$$","beer_and_wine","quiet","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","Yes","No","NA"
"$$","none","NA","NA","NA","garage","NA","NA","Yes","NA","NA","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$$","full_bar","loud","casual","NA","NA","Yes","NA","Yes","NA","Yes","NA"
"$","none","quiet","casual","Yes","lot","No","NA","No","Yes","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","average","casual","No","NA","Yes","NA","No","NA","Yes","NA"
"$$","beer_and_wine","quiet","casual","No","lot","Yes","NA","No","NA","Yes","Yes"
"$$","none","average","casual","Yes","NA","No","NA","No","NA","Yes","NA"
"$$$","beer_and_wine","average","casual","NA","NA","Yes","NA","Yes","NA","NA","NA"
"$$","none","quiet","casual","Yes","lot","Yes","NA","Yes","Yes","No","NA"
"$$","none","quiet","casual","Yes","lot","No","NA","No","Yes","Yes","NA"
"$$$","full_bar","average","casual","No","garage","Yes","yes","No","NA","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","No","street","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","NA","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$$","none","quiet","casual","Yes","street","Yes","NA","No","No","Yes","NA"
"$","none","quiet","casual","No","NA","No","NA","No","No","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","quiet","casual","No","lot","Yes","NA","No","Yes","Yes","NA"
"$$","full_bar","average","casual","No","valet","Yes","NA","Yes","No","Yes","Yes"
"$","none","average","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","Yes"
"$","none","NA","NA","NA","lot","NA","NA","Yes","NA","NA","NA"
"$$","full_bar","loud","dressy","NA","NA","Yes","NA","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","garage","Yes","NA","No","NA","NA","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","NA","No","NA","Yes","NA","Yes","NA"
"$$$","full_bar","quiet","dressy","No","NA","No","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","garage","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","Yes","lot","No","NA","Yes","Yes","No","NA"
"$","none","average","casual","Yes","NA","Yes","NA","No","Yes","Yes","NA"
"$$$","full_bar","average","casual","No","street","No","NA","No","No","Yes","NA"
"$","none","average","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$$$","full_bar","average","casual","No","valet","NA","NA","Yes","No","Yes","NA"
"$","none","loud","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","No","NA","No","No","Yes","No"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","full_bar","NA","NA","NA","NA","Yes","NA","Yes","NA","Yes","NA"
"$$","none","average","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","none","quiet","casual","No","NA","Yes","NA","Yes","Yes","No","NA"
"$$","full_bar","average","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$$","full_bar","very_loud","casual","No","street","Yes","outdoor","Yes","No","Yes","NA"
"$$","none","NA","NA","No","lot","NA","NA","NA","NA","NA","NA"
"$","none","quiet","casual","No","lot","Yes","NA","No","No","No","NA"
"$","none","NA","NA","NA","lot","NA","NA","Yes","NA","NA","NA"
"$","full_bar","loud","NA","NA","lot","Yes","outdoor","No","NA","Yes","NA"
"$","none","average","casual","No","NA","No","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","average","casual","No","lot","No","NA","No","NA","Yes","NA"
"$$","none","quiet","casual","No","lot","No","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$","full_bar","average","NA","NA","lot","NA","no","No","NA","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","none","average","casual","No","NA","No","NA","No","No","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","outdoor","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","outdoor","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","NA","Yes","no","Yes","No","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","No","NA","No","Yes","Yes","NA"
"$","none","quiet","casual","No","lot","No","NA","Yes","Yes","Yes","NA"
"$$","beer_and_wine","average","casual","No","street","No","NA","No","NA","Yes","NA"
"$","beer_and_wine","quiet","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$","none","average","casual","No","lot","Yes","NA","No","No","No","Yes"
"$$","full_bar","average","casual","No","garage","Yes","NA","Yes","No","Yes","NA"
"$$","none","NA","NA","NA","NA","NA","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","Yes","lot","Yes","NA","Yes","Yes","Yes","Yes"
"$","none","quiet","casual","No","NA","NA","NA","Yes","NA","No","NA"
"$$","none","NA","casual","No","NA","Yes","NA","No","NA","No","NA"
"$","none","NA","casual","No","NA","NA","NA","Yes","NA","Yes","NA"
"$$","full_bar","average","casual","No","valet","No","NA","Yes","Yes","Yes","Yes"
"$$","none","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","full_bar","average","casual","No","valet","Yes","NA","Yes","No","Yes","NA"
"$","none","average","casual","No","garage","No","NA","No","No","Yes","NA"
"$$","full_bar","loud","casual","No","lot","No","NA","No","NA","Yes","NA"
"$","none","NA","casual","NA","NA","Yes","NA","No","NA","Yes","NA"
"$","none","quiet","casual","Yes","lot","Yes","NA","No","Yes","Yes","NA"
"$$","none","NA","NA","NA","garage","NA","NA","NA","NA","NA","NA"
"$","beer_and_wine","average","NA","NA","lot","Yes","no","No","NA","No","NA"
"$$","full_bar","average","casual","No","street","Yes","outdoor","Yes","No","Yes","NA"
"$$","full_bar","quiet","casual","NA","NA","Yes","NA","Yes","NA","No","NA"
"$","full_bar","average","NA","NA","lot","NA","outdoor","No","NA","No","NA"
"$","none","quiet","casual","NA","street","Yes","NA","Yes","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","No","NA","Yes","NA"
"$","none","loud","casual","No","NA","Yes","NA","No","No","Yes","NA"
"$$","none","NA","NA","NA","garage","NA","NA","No","NA","NA","NA"
"$$","beer_and_wine","average","casual","No","lot","Yes","NA","No","No","Yes","No"
"$$","none","average","casual","Yes","lot","No","NA","Yes","Yes","No","NA"
"$","none","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","none","NA","casual","Yes","NA","NA","NA","No","NA","Yes","NA"
"$","none","NA","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$","beer_and_wine","average","casual","No","lot","No","NA","No","No","Yes","NA"
"$$","beer_and_wine","average","casual","Yes","lot","No","NA","No","Yes","Yes","NA"
"$","full_bar","NA","casual","No","street","Yes","yes","Yes","NA","Yes","NA"
"$","full_bar","loud","NA","NA","NA","NA","outdoor","No","NA","No","NA"
"$$","none","NA","NA","NA","lot","Yes","NA","NA","NA","NA","NA"
"$","beer_and_wine","average","casual","Yes","lot","No","NA","Yes","Yes","Yes","NA"
"$$","none","NA","NA","NA","lot","No","NA","NA","NA","NA","NA"
"$","none","average","casual","Yes","garage","No","NA","Yes","NA","Yes","NA"
"$","none","quiet","casual","No","NA","NA","NA","No","NA","Yes","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","No","No","Yes","NA"
"$","none","average","casual","Yes","garage","Yes","NA","Yes","Yes","Yes","Yes"
"$$","none","NA","NA","NA","street","NA","NA","NA","NA","NA","NA"
"$$","none","NA","NA","NA","garage","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$","none","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","lot","Yes","yes","No","No","Yes","NA"
"$","none","average","casual","No","street","NA","NA","No","No","Yes","NA"
"$$","none","average","casual","NA","NA","NA","NA","Yes","NA","Yes","NA"
"$","none","NA","casual","No","NA","No","NA","No","NA","Yes","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","NA","NA","NA","NA","Yes","NA","No","No","Yes","NA"
"$","none","quiet","casual","No","NA","Yes","NA","Yes","Yes","Yes","NA"
"$","none","NA","casual","Yes","NA","NA","NA","NA","NA","Yes","NA"
"$","beer_and_wine","average","casual","No","lot","Yes","NA","Yes","Yes","Yes","NA"
"$$","none","average","casual","No","lot","Yes","NA","Yes","Yes","No","Yes"
"$$","full_bar","average","NA","NA","lot","NA","yes","No","NA","Yes","NA"
"$$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","none","NA","casual","NA","NA","NA","NA","No","NA","Yes","NA"
"$$","none","NA","NA","NA","garage","Yes","NA","NA","NA","NA","NA"
"$","none","NA","NA","NA","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","very_loud","casual","No","garage","NA","yes","Yes","NA","Yes","No"
"$$","beer_and_wine","quiet","casual","Yes","lot","No","NA","No","Yes","Yes","No"
"$","none","NA","casual","No","lot","NA","NA","NA","NA","NA","NA"
"$$","full_bar","average","casual","No","garage","Yes","NA","Yes","No","Yes","NA"
"$$","full_bar","average","casual","Yes","street","Yes","NA","No","No","Yes","NA"
"$$$$","none","very_loud","formal","No","NA","No","NA","No","No","Yes","NA"
"$","none","quiet","casual","No","NA","Yes","NA","No","Yes","Yes","NA"
"$","full_bar","average","NA","NA","lot","NA","outdoor","Yes","NA","Yes","NA"
